City_ID,city,country,date,lat,lng,max_temp,humidity,cloudiness,wind speed
95,Punta Arenas,CL,2021-01-12 00:09:37,-53.15,-70.9167,44.6,81,90,34.52
96,Port Augusta,AU,2021-01-12 00:07:14,-32.5,137.7667,82.0,60,0,17.27
97,Gavle,SE,2021-01-12 00:15:56,60.6745,17.1417,32.0,98,100,3.0
98,Fillmore,US,2021-01-12 00:15:56,43.6666,-92.1002,32.0,86,1,8.05
99,Mineiros,BR,2021-01-12 00:15:56,-17.5694,-52.5511,73.96,80,99,0.16
100,Berlevag,NO,2021-01-12 00:12:36,70.8578,29.0864,16.45,95,67,26.02
101,Albany,US,2021-01-12 00:02:29,42.6001,-73.9662,30.0,70,90,2.48
102,Traverse City,US,2021-01-12 00:15:57,44.7631,-85.6206,32.0,86,90,8.05
103,Ancud,CL,2021-01-12 00:04:11,-41.8697,-73.8203,57.0,62,75,10.36
104,Standerton,ZA,2021-01-12 00:14:25,-26.9337,29.2415,58.12,90,12,5.61
105,Aksay,RU,2021-01-12 00:15:58,47.26,39.87,30.2,100,75,6.71
106,Linjiang,CN,2021-01-12 00:15:58,41.8069,126.9078,7.47,90,89,2.3
107,Bluff,NZ,2021-01-12 00:04:26,-46.6,168.3333,62.51,60,4,2.08
108,Tuktoyaktuk,CA,2021-01-12 00:04:32,69.4541,-133.0374,3.2,85,90,14.97
109,Ponta Do Sol,PT,2021-01-12 00:07:16,32.6667,-17.1,55.0,63,13,7.0
110,Stromness,GB,2021-01-12 00:15:59,58.965,-3.296,37.4,81,75,20.71
111,Ribeira Grande,PT,2021-01-12 00:04:26,38.5167,-28.7,62.69,88,98,20.07
112,Yulara,AU,2021-01-12 00:15:59,-25.2406,130.9889,95.0,15,0,8.05
113,Gamba,GA,2021-01-12 00:15:59,-2.65,10.0,77.88,86,100,6.49
114,Hithadhoo,MV,2021-01-12 00:02:58,-0.6,73.0833,80.94,79,77,17.92
115,Paungde,MM,2021-01-12 00:16:00,18.4833,95.5,66.74,84,62,5.53
116,Paragominas,BR,2021-01-12 00:12:08,-2.9667,-47.4833,73.76,91,46,3.09
117,Havre-Saint-Pierre,CA,2021-01-12 00:16:00,50.2334,-63.5986,8.6,85,1,6.91
118,Lae,PG,2021-01-12 00:16:00,-6.7221,146.9847,88.07,58,100,2.48
119,Lorengau,PG,2021-01-12 00:07:20,-2.0226,147.2712,85.37,70,100,8.23
120,Mochudi,BW,2021-01-12 00:16:01,-24.4167,26.15,73.4,64,0,6.91
121,Amapa,BR,2021-01-12 00:16:01,1.0,-52.0,73.11,98,100,3.67
122,Aklavik,CA,2021-01-12 00:07:04,68.2191,-135.0107,1.4,85,90,10.31
123,Fairbanks,US,2021-01-12 00:05:31,64.8378,-147.7164,26.6,86,75,1.34
124,Saint George,US,2021-01-12 00:05:31,37.1041,-113.5841,50.0,25,1,3.44
125,Ekibastuz,KZ,2021-01-12 00:16:02,51.6667,75.3667,8.11,93,100,10.92
126,Thakurdwara,IN,2021-01-12 00:16:02,29.2,78.85,45.5,79,0,6.33
127,Storsteinnes,NO,2021-01-12 00:15:21,69.2408,19.2344,23.0,57,7,5.75
128,Tasiilaq,GL,2021-01-12 00:02:56,65.6145,-37.6368,17.6,73,90,2.3
129,Bonavista,CA,2021-01-12 00:08:49,48.6499,-53.1147,26.01,93,40,1.14
130,Moranbah,AU,2021-01-12 00:16:03,-22.0016,148.0466,76.39,75,88,16.55
131,Touros,BR,2021-01-12 00:07:39,-5.1989,-35.4608,80.6,74,40,11.5
132,Spring Valley,US,2021-01-12 00:11:57,36.108,-115.245,57.2,16,75,5.75
133,Qaanaaq,GL,2021-01-12 00:09:38,77.484,-69.3632,1.76,73,6,6.93
134,Elizabeth City,US,2021-01-12 00:14:17,36.2946,-76.2511,43.0,87,90,5.75
135,Inhambane,MZ,2021-01-12 00:16:04,-23.865,35.3833,77.11,86,37,6.42
136,Severo-Kurilsk,RU,2021-01-12 00:03:26,50.6789,156.125,24.17,89,99,27.11
137,Yellowknife,CA,2021-01-12 00:06:56,62.456,-114.3525,8.6,92,20,10.36
138,Obuasi,GH,2021-01-12 00:16:05,6.206,-1.6619,73.17,97,13,3.02
139,New Norfolk,AU,2021-01-12 00:04:20,-42.7826,147.0587,69.01,64,44,1.99
140,Mount Gambier,AU,2021-01-12 00:03:11,-37.8333,140.7667,62.6,55,90,16.11
141,San Juan De Abajo,MX,2021-01-12 00:16:05,20.8167,-105.1833,69.8,83,1,10.36
142,Shingu,JP,2021-01-12 00:07:30,33.7333,135.9833,39.2,93,75,5.75
143,Camopi,GF,2021-01-12 00:16:06,3.1655,-52.3158,72.48,98,100,2.73
144,Illela,NG,2021-01-12 00:16:06,13.7292,5.2975,73.04,19,0,11.54
145,Sisimiut,GL,2021-01-12 00:08:44,66.9395,-53.6735,17.2,96,99,1.25
146,Mbandaka,CD,2021-01-12 00:16:06,0.0487,18.2603,74.7,74,47,3.31
147,Victoria,HK,2021-01-12 00:05:31,22.2855,114.1577,50.0,30,30,4.0
148,Saldanha,ZA,2021-01-12 00:07:15,-33.0117,17.9442,64.4,72,0,4.61
149,Nikolskoye,RU,2021-01-12 00:07:19,59.7035,30.7861,9.0,85,75,11.18
150,Mabaruma,GY,2021-01-12 00:16:07,8.2,-59.7833,73.33,91,15,4.29
151,Ahipara,NZ,2021-01-12 00:07:12,-35.1667,173.1667,71.91,53,69,5.41
152,Bethel,US,2021-01-12 00:07:32,41.3712,-73.414,28.0,80,1,1.99
153,Bolobo,CD,2021-01-12 00:16:07,-2.1667,16.2333,74.16,85,18,4.0
154,San Jose,US,2021-01-12 00:15:47,37.3394,-121.895,62.01,55,75,9.22
155,Port Hardy,CA,2021-01-12 00:15:01,50.6996,-127.4199,50.0,81,75,16.11
156,Agadez,NE,2021-01-12 00:16:08,19.75,10.25,64.74,26,0,5.57
157,Batemans Bay,AU,2021-01-12 00:16:08,-35.7167,150.1833,82.99,46,100,3.0
158,Namibe,AO,2021-01-12 00:08:34,-15.1961,12.1522,72.34,65,84,8.14
159,Arraial Do Cabo,BR,2021-01-12 00:04:30,-22.9661,-42.0278,76.6,87,24,21.21
160,Mar Del Plata,AR,2021-01-12 00:04:55,-38.0023,-57.5575,64.0,72,75,14.97
161,Fethiye,TR,2021-01-12 00:16:09,36.6217,29.1164,51.8,100,75,3.44
162,Nantucket,US,2021-01-12 00:14:04,41.2835,-70.0995,39.2,81,75,9.22
163,Mackay,AU,2021-01-12 00:15:17,-21.15,149.2,78.01,88,90,14.97
164,Tual,ID,2021-01-12 00:07:43,-5.6667,132.75,84.38,72,72,3.27
165,Hilo,US,2021-01-12 00:04:25,19.7297,-155.09,82.4,57,40,13.8
166,Nara,JP,2021-01-12 00:13:43,34.6851,135.8049,35.01,100,75,1.66
167,Vila Velha,BR,2021-01-12 00:09:03,-20.3297,-40.2925,79.0,83,40,8.05
168,Gawler,AU,2021-01-12 00:17:27,-34.6,138.7333,73.0,46,0,1.99
169,Gwadar,PK,2021-01-12 00:17:27,25.1216,62.3254,62.1,29,0,10.71
170,Te Anau,NZ,2021-01-12 00:07:40,-45.4167,167.7167,70.0,47,1,3.06
171,Coihaique,CL,2021-01-12 00:12:33,-45.5752,-72.0662,51.8,50,40,3.44
172,Angoram,PG,2021-01-12 00:17:28,-4.0625,144.0661,89.29,64,95,1.45
173,Dunedin,NZ,2021-01-12 00:15:16,-45.8742,170.5036,64.56,65,0,7.02
174,Petropavlovsk-Kamchatskiy,RU,2021-01-12 00:17:28,53.0452,158.6483,1.4,71,69,11.18
175,Zelenoborsk,RU,2021-01-12 00:17:28,61.4669,64.0333,-24.07,86,0,2.17
176,Peniche,PT,2021-01-12 00:17:29,39.3558,-9.3811,39.99,57,0,5.01
177,Tula,RU,2021-01-12 00:17:29,54.2044,37.6111,10.0,95,100,4.05
178,Sinnamary,GF,2021-01-12 00:05:54,5.3833,-52.95,77.68,85,43,12.62
179,Makat,KZ,2021-01-12 00:17:29,47.6469,53.3463,20.07,97,71,8.81
180,Papara,BR,2021-01-12 00:17:29,-3.9839,-38.7273,81.0,83,40,8.05
181,Odweyne,SO,2021-01-12 00:17:30,9.4092,45.064,63.57,34,2,20.4
182,Opuwo,NA,2021-01-12 00:09:15,-18.0607,13.84,64.69,68,76,6.08
183,Veraval,IN,2021-01-12 00:17:30,20.9,70.3667,70.88,40,0,12.66
184,Kavaratti,IN,2021-01-12 00:16:42,10.5669,72.642,82.33,74,100,8.55
185,Samarai,PG,2021-01-12 00:08:40,-10.6167,150.6667,86.16,68,88,7.49
186,Tiksi,RU,2021-01-12 00:16:20,71.6872,128.8694,-35.84,82,80,8.05
187,Velsk,RU,2021-01-12 00:17:31,61.0701,42.0983,-21.15,87,14,4.41
188,Stony Plain,CA,2021-01-12 00:17:31,53.5334,-114.0021,37.99,56,90,12.66
189,Moree,AU,2021-01-12 00:08:21,-29.4667,149.85,77.0,53,0,10.36
190,Naron,ES,2021-01-12 00:17:32,43.5167,-8.1528,45.0,100,0,4.61
191,Alexandria,EG,2021-01-12 00:17:32,31.2156,29.9553,60.8,88,0,5.75
192,Provideniya,RU,2021-01-12 00:04:37,64.3833,-173.3,-2.2,71,0,8.95
193,Halifax,CA,2021-01-12 00:16:02,44.6453,-63.5724,35.6,64,72,3.44
194,Flinders,AU,2021-01-12 00:17:33,-34.5833,150.8552,82.99,66,100,3.0
195,Tezu,IN,2021-01-12 00:08:07,27.9167,96.1667,58.62,60,40,2.59
196,Araceli,PH,2021-01-12 00:17:33,10.5529,119.9913,80.31,77,100,26.42
197,Korla,CN,2021-01-12 00:07:51,41.7597,86.1469,12.02,85,0,7.11
198,Cabo San Lucas,MX,2021-01-12 00:06:14,22.8909,-109.9124,70.0,52,1,11.5
199,Kalmunai,LK,2021-01-12 00:16:57,7.4167,81.8167,75.67,92,100,6.87
200,Natal,BR,2021-01-12 00:17:34,-5.795,-35.2094,80.6,78,40,9.22
201,Lujiang,CN,2021-01-12 00:17:34,31.2581,117.2817,33.01,50,0,11.18
202,Westport,US,2021-01-12 00:05:09,41.1415,-73.3579,34.0,64,20,3.44
203,Kahului,US,2021-01-12 00:17:35,20.8947,-156.47,82.4,54,40,16.11
204,Sharjah,AE,2021-01-12 00:16:32,25.3573,55.4033,59.0,76,0,3.44
205,Leningradskiy,RU,2021-01-12 00:08:19,69.3833,178.4167,-22.61,83,100,13.87
206,Port Lincoln,AU,2021-01-12 00:17:35,-34.7333,135.8667,63.93,62,41,14.34
207,Lagoa,PT,2021-01-12 00:17:35,39.05,-27.9833,61.7,91,99,21.07
208,Port Blair,IN,2021-01-12 00:17:36,11.6667,92.75,79.39,76,30,14.29
209,Bonthe,SL,2021-01-12 00:08:39,7.5264,-12.505,79.92,82,44,9.71
210,College,US,2021-01-12 00:09:20,64.8569,-147.8028,26.6,86,75,1.66
211,Vila Franca Do Campo,PT,2021-01-12 00:17:36,37.7167,-25.4333,59.0,100,90,5.75
212,Warangal,IN,2021-01-12 00:17:36,18.0,79.5833,67.84,60,85,3.24
213,Lock Haven,US,2021-01-12 00:17:37,41.137,-77.4469,33.01,85,52,3.27
214,Mandalgarh,IN,2021-01-12 00:17:37,25.2,75.1,50.85,45,0,3.47
215,Plymouth,US,2021-01-12 00:17:37,41.8334,-70.8328,36.0,60,40,4.61
216,Kosterevo,RU,2021-01-12 00:17:37,55.9299,39.6144,-0.51,93,86,4.09
217,Hamilton,US,2021-01-12 00:03:32,39.1834,-84.5333,28.0,74,1,4.61
218,Salinopolis,BR,2021-01-12 00:17:38,-0.6136,-47.3561,79.36,84,76,9.84
219,Esperance,AU,2021-01-12 00:17:38,-33.8667,121.9,64.4,52,75,11.5
220,Raga,SS,2021-01-12 00:17:38,8.4596,25.678,63.43,29,0,3.87
221,Lompoc,US,2021-01-12 00:05:14,34.6391,-120.4579,59.0,82,1,6.91
222,Vardo,NO,2021-01-12 00:08:00,70.3705,31.1107,19.94,95,29,25.66
223,Lata,PT,2021-01-12 00:17:39,40.1629,-8.3327,41.0,86,0,2.3
224,Jalu,LY,2021-01-12 00:07:55,29.0331,21.5482,63.81,42,83,9.93
225,Suleja,NG,2021-01-12 00:17:39,9.1758,7.1808,73.18,20,0,5.46
226,Lagos,NG,2021-01-12 00:17:39,6.5833,3.75,78.69,87,32,5.21
227,Bilibino,RU,2021-01-12 00:17:40,68.0546,166.4372,-26.27,80,1,2.28
228,Broken Hill,AU,2021-01-12 00:17:40,-31.95,141.4333,77.0,44,0,12.66
229,Ossora,RU,2021-01-12 00:12:42,59.2353,163.0719,1.53,92,98,7.81
230,Teguise,ES,2021-01-12 00:17:40,29.0605,-13.564,57.2,77,20,8.05
231,Longyearbyen,SJ,2021-01-12 00:03:35,78.2186,15.6401,17.6,79,0,3.44
232,Yumen,CN,2021-01-12 00:08:16,40.2833,97.2,15.91,71,0,37.78
233,Dingle,PH,2021-01-12 00:07:57,10.9995,122.6711,74.62,90,100,13.38
234,Mao,ES,2021-01-12 00:17:41,39.8885,4.2658,41.0,87,0,5.75
235,Salalah,OM,2021-01-12 00:17:41,17.0151,54.0924,69.8,26,0,13.8
236,San Cristobal,VE,2021-01-12 00:05:55,7.7669,-72.225,64.65,90,34,2.59
237,Port Hedland,AU,2021-01-12 00:12:37,-20.3167,118.5667,89.6,70,16,12.66
238,Kutum,SD,2021-01-12 00:17:42,14.2,24.6667,53.01,40,0,8.52
239,Mayo,US,2021-01-12 00:08:05,38.8876,-76.5119,39.99,93,1,3.6
240,Chitapur,IN,2021-01-12 00:17:43,17.1167,77.0833,68.99,55,99,1.95
241,Datong,CN,2021-01-12 00:16:36,40.0936,113.2914,10.62,78,56,7.9
242,Jinchang,CN,2021-01-12 00:17:43,38.4953,102.1739,22.66,55,0,5.01
243,Byron Bay,AU,2021-01-12 00:17:43,-28.65,153.6167,80.6,57,31,10.36
244,Souillac,MU,2021-01-12 00:04:55,-20.5167,57.5167,78.8,94,75,14.97
245,Puerto Madryn,AR,2021-01-12 00:17:44,-42.7692,-65.0385,60.22,41,43,10.36
246,Urengoy,RU,2021-01-12 00:17:44,65.9667,78.3667,-7.22,91,74,13.96
247,Akureyri,IS,2021-01-12 00:17:44,65.6835,-18.0878,8.6,92,0,3.44
248,Pandan,PH,2021-01-12 00:17:44,14.0453,124.1694,75.81,77,99,20.71
249,Tyret Pervaya,RU,2021-01-12 00:17:45,53.6703,102.3106,-3.28,90,100,11.3
250,Norman Wells,CA,2021-01-12 00:02:54,65.282,-126.8329,3.2,85,75,2.3
251,Natchez,US,2021-01-12 00:14:22,31.5604,-91.4032,35.6,80,90,11.5
252,Puerto Ayacucho,VE,2021-01-12 00:17:45,5.6639,-67.6236,78.21,74,77,8.3
253,Narsaq,GL,2021-01-12 00:08:23,60.9167,-46.05,41.0,33,75,26.46
254,Kargasok,RU,2021-01-12 00:17:45,59.0556,80.8572,-27.62,85,13,6.31
255,Ilulissat,GL,2021-01-12 00:17:46,69.2167,-51.1,24.8,86,90,2.3
256,Uchaly,RU,2021-01-12 00:17:46,54.2996,59.4521,-12.5,90,100,7.05
257,Tochtepec,MX,2021-01-12 00:17:46,18.8333,-97.8167,53.6,82,75,5.75
258,Podor,MR,2021-01-12 00:17:46,16.6527,-14.9587,71.6,40,100,2.3
259,Mancio Lima,BR,2021-01-12 00:17:46,-7.6142,-72.8958,77.13,83,84,2.73
260,Antequera,ES,2021-01-12 00:17:47,37.0194,-4.5612,46.99,93,20,9.22
261,Niquelandia,BR,2021-01-12 00:17:47,-14.4739,-48.4597,73.83,83,72,1.32
262,Belaya Gora,RU,2021-01-12 00:17:47,68.5333,146.4167,-37.55,83,32,0.87
263,Kodiak,US,2021-01-12 00:17:16,57.79,-152.4072,35.6,93,90,3.44
264,Isangel,VU,2021-01-12 00:08:06,-19.55,169.2667,84.2,84,90,5.75
265,Pevek,RU,2021-01-12 00:17:48,69.7008,170.3133,-32.26,85,27,1.48
266,Scalea,IT,2021-01-12 00:17:48,39.813,15.7956,48.0,97,54,1.66
267,Roma,US,2021-01-12 00:08:44,43.2128,-75.4557,28.0,80,1,3.83
268,Dieppe,FR,2021-01-12 00:13:01,49.75,1.1667,45.0,93,100,1.99
269,Rognan,NO,2021-01-12 00:04:24,67.0953,15.3878,26.6,54,0,29.93
270,Mangai,CD,2021-01-12 00:17:49,-4.05,19.5333,70.23,93,50,1.52
271,Sambava,MG,2021-01-12 00:17:49,-14.2667,50.1667,76.8,87,30,2.89
272,Fortuna,US,2021-01-12 00:17:49,40.5982,-124.1573,57.99,71,1,11.5
273,San Patricio,US,2021-01-12 00:17:49,28.017,-97.5169,50.0,66,75,8.05
274,Rosarito,MX,2021-01-12 00:09:22,32.3333,-117.0333,69.8,26,1,9.22
275,Viseu De Sus,RO,2021-01-12 00:17:50,47.7167,24.4333,29.44,96,99,0.36
276,Udalguri,IN,2021-01-12 00:17:50,26.7667,92.1333,60.24,66,82,5.68
277,Villamontes,BO,2021-01-12 00:17:50,-21.25,-63.5,80.91,66,50,5.53
278,Bay Roberts,CA,2021-01-12 00:17:50,47.5999,-53.2648,26.6,80,90,10.36
279,Martapura,ID,2021-01-12 00:17:51,-3.4167,114.85,77.0,94,75,5.75
280,Mbanza-Ngungu,CD,2021-01-12 00:17:51,-5.25,14.8667,66.92,100,57,3.65
281,Geraldton,AU,2021-01-12 00:17:52,-28.7667,114.6,77.0,69,40,20.71
282,Llangefni,GB,2021-01-12 00:17:52,53.2556,-4.3106,48.99,100,75,25.32
283,Ormara,PK,2021-01-12 00:17:52,25.2088,64.6357,65.77,36,0,5.68
284,Pochutla,MX,2021-01-12 00:17:52,15.7432,-96.4661,84.2,51,1,8.05
285,Castro,BR,2021-01-12 00:17:53,-24.7911,-50.0119,68.11,95,20,5.3
286,Ngunguru,NZ,2021-01-12 00:17:53,-35.6167,174.5,75.99,59,40,5.99
287,Sijunjung,ID,2021-01-12 00:14:16,-0.6876,100.9537,72.12,90,100,1.54
288,Husavik,IS,2021-01-12 00:05:15,66.0449,-17.3389,10.4,92,0,2.3
289,Dunmore Town,BS,2021-01-12 00:17:54,25.5,-76.65,74.41,72,88,9.24
290,Senneterre,CA,2021-01-12 00:16:24,48.3835,-77.2328,26.6,100,90,4.61
291,Grajau,BR,2021-01-12 00:17:54,-5.8194,-46.1386,74.5,92,95,2.86
292,Anadyr,RU,2021-01-12 00:05:01,64.75,177.4833,-27.0,75,48,13.42
293,Ixtapa,MX,2021-01-12 00:04:35,20.7,-105.2,69.8,83,1,10.36
294,Los Llanos De Aridane,ES,2021-01-12 00:17:55,28.6585,-17.9182,59.0,72,75,11.5
295,Iracoubo,GF,2021-01-12 00:17:55,5.4802,-53.2011,78.44,83,47,13.0
296,Bloemhof,ZA,2021-01-12 00:17:55,-27.6469,25.607,68.34,83,100,7.96
297,Coquimbo,CL,2021-01-12 00:12:59,-29.9533,-71.3436,62.6,77,20,9.22
